Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,Maximum Operating Temperature,Thermal Conductivity,Product,Type,Package / Case,Material,Breakdown Voltage,Color,Minimum Operating Temperature,Length,Width,Thickness,Tensile Strength,Flammability Rating,Series,Packaging
710-402030403020,402030403020,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/402030403020.pdf,31  In Stock,$21.52,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/402030403020?qs=e8oIoAS2J1Q6nnglu5gO1w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=402030403020&utm_content=Wurth-Elektronik,+ 130 C,3 W/m-K,Phase Change Material,Thermal Pad,,Polyimide (PI),,Gray,- 40 C,400 mm,300 mm,0.2 mm,,,WE-PCM,Bulk
667-EYG-R1516ZLSB,EYG-R1516ZLSB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,9  In Stock,$47.63,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1516ZLSB?qs=81r%252BiQLm7BSathYtzdz8UQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1516ZLSB&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,158 mm,148 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1216ZLWD,EYG-R1216ZLWD,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,8  In Stock,$28.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1216ZLWD?qs=81r%252BiQLm7BSrYHcgu4Ei0Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1216ZLWD&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,160 mm,120 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40006010,40006010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40006010.pdf,4  In Stock,$127.64,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40006010?qs=e8oIoAS2J1QTF6Y9hWjOuA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40006010&utm_content=Wurth-Elektronik,+ 180 C,6 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Gray,- 50 C,400 mm,200 mm,1 mm,,,WE-TGF,Bulk
667-EYG-R0407ZRAL,EYG-R0407ZRAL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,20  In Stock,$10.59,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0407ZRAL?qs=81r%252BiQLm7BSrx%252Bo82ypE5g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0407ZRAL&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,65.5 mm,40 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40014040,40014040,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40014040.pdf,66  In Stock,$18.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40014040?qs=e8oIoAS2J1RF8amtc9HZIw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40014040&utm_content=Wurth-Elektronik,+ 180 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Purple,- 50 C,100 mm,100 mm,4 mm,,,WE-TGF,Bulk
667-EYG-R1212ZLGC,EYG-R1212ZLGC,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,23  In Stock,$28.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1212ZLGC?qs=81r%252BiQLm7BR%252B83tFlx6gjA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1212ZLGC&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,120 mm,120 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40002050,40002050,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40002050.pdf,5  In Stock,$96.45,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40002050?qs=e8oIoAS2J1QQFAXJpfNZDQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40002050&utm_content=Wurth-Elektronik,+ 180 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,400 mm,200 mm,5 mm,,,WE-TGF,Bulk
667-EYG-R0612ZRWF,EYG-R0612ZRWF,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,20  In Stock,$15.88,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0612ZRWF?qs=81r%252BiQLm7BSqLpkTYSOHBw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0612ZRWF&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,120 mm,60 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40114010,40114010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40114010.pdf,31  In Stock,$12.94,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40114010?qs=e8oIoAS2J1TJgkf8ixjmCw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40114010&utm_content=Wurth-Elektronik,+ 180 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Purple,- 50 C,100 mm,100 mm,1 mm,,,WE-TGF,Bulk
710-40004030,40004030,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40004030.pdf,9  In Stock,$143.17,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40004030?qs=e8oIoAS2J1T1DzZPf9nlnw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40004030&utm_content=Wurth-Elektronik,+ 180 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Purple,- 50 C,400 mm,200 mm,3 mm,,,WE-TGF,Bulk
710-40015020,40015020,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40015020.pdf,34  In Stock,$14.30,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40015020?qs=e8oIoAS2J1Ri%2FI6FTEGp8A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40015020&utm_content=Wurth-Elektronik,+ 180 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,White,- 50 C,100 mm,100 mm,2 mm,,,WE-TGF,Bulk
710-40102005,40102005,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40102005.pdf,7  In Stock,$22.09,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40102005?qs=e8oIoAS2J1TePH5wHl8bEw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40102005&utm_content=Wurth-Elektronik,+ 180 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,400 mm,200 mm,0.51 mm,,,WE-TGF,Bulk
667-EYG-R0610ZLAH,EYG-R0610ZLAH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,36  In Stock,$11.21,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0610ZLAH?qs=81r%252BiQLm7BSoDG0Xtt2fFA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0610ZLAH&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,104.4 mm,59.4 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-407150015115,407150015115,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/407150015115.pdf,296  In Stock,$2.64,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/407150015115?qs=e8oIoAS2J1TG8zde4mJyeQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=407150015115&utm_content=Wurth-Elektronik,+ 120 C,400 W/m-K,Thermal Conductive Graphite Sheet,Thermal Pad,,Graphite,,Black,- 40 C,15 mm,15 mm,11.5 mm,,UL 94 V-0,WE-TGFG,Bulk
710-407150045015,407150045015,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/407150045015.pdf,182  In Stock,$2.85,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/407150045015?qs=e8oIoAS2J1Tc6uIxZIVV6A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=407150045015&utm_content=Wurth-Elektronik,+ 120 C,400 W/m-K,Thermal Conductive Graphite Sheet,Thermal Pad,,Graphite,,Black,- 40 C,45 mm,15 mm,1.5 mm,,UL 94 V-0,WE-TGFG,Bulk
710-407200045020,407200045020,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/407200045020.pdf,85  In Stock,$3.17,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/407200045020?qs=e8oIoAS2J1Toi1N2kF5gww%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=407200045020&utm_content=Wurth-Elektronik,+ 120 C,400 W/m-K,Thermal Conductive Graphite Sheet,Thermal Pad,,Graphite,,Black,- 40 C,45 mm,20 mm,2 mm,,UL 94 V-0,WE-TGFG,Bulk
710-40113010,40113010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40113010.pdf,29  In Stock,$11.29,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40113010?qs=e8oIoAS2J1SiD53AtnuiYw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40113010&utm_content=Wurth-Elektronik,+ 180 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,100 mm,100 mm,1 mm,,,WE-TGF,Bulk
710-407150015050,407150015050,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/407150015050.pdf,220  In Stock,$2.43,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/407150015050?qs=e8oIoAS2J1Tu5X3RE6OCdg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=407150015050&utm_content=Wurth-Elektronik,+ 120 C,400 W/m-K,Thermal Conductive Graphite Sheet,Thermal Pad,,Graphite,,Black,- 40 C,15 mm,15 mm,5 mm,,UL 94 V-0,WE-TGFG,Bulk
710-40102010,40102010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40102010.pdf,8  In Stock,$45.33,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40102010?qs=e8oIoAS2J1TsPtI%252B%252B4jTrg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40102010&utm_content=Wurth-Elektronik,+ 180 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,400 mm,200 mm,1 mm,,,WE-TGF,Bulk
710-40103010,40103010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40103010.pdf,5  In Stock,$65.47,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40103010?qs=e8oIoAS2J1S863e5Xcwiqw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40103010&utm_content=Wurth-Elektronik,+ 180 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,400 mm,200 mm,1 mm,,,WE-TGF,Bulk
710-40006020,40006020,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40006020.pdf,3  In Stock,$158.49,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40006020?qs=e8oIoAS2J1QsXS5S1AaHyw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40006020&utm_content=Wurth-Elektronik,+ 180 C,6 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Gray,- 50 C,400 mm,200 mm,2 mm,,,WE-TGF,Bulk
710-40013050,40013050,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40013050.pdf,23  In Stock,$23.05,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40013050?qs=e8oIoAS2J1SkDAzEXNMbDw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40013050&utm_content=Wurth-Elektronik,+ 180 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,100 mm,100 mm,5 mm,,,WE-TGF,Bulk
710-402030403020,402030403020,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/402030403020.pdf,31  In Stock,$21.52,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/402030403020?qs=e8oIoAS2J1Q6nnglu5gO1w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=402030403020&utm_content=Wurth-Elektronik,+ 130 C,3 W/m-K,Phase Change Material,Thermal Pad,,Polyimide (PI),,Gray,- 40 C,400 mm,300 mm,0.2 mm,,,WE-PCM,Bulk
667-EYG-R1516ZLSB,EYG-R1516ZLSB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,9  In Stock,$47.63,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1516ZLSB?qs=81r%252BiQLm7BSathYtzdz8UQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1516ZLSB&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,158 mm,148 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1216ZLWD,EYG-R1216ZLWD,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,8  In Stock,$28.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1216ZLWD?qs=81r%252BiQLm7BSrYHcgu4Ei0Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1216ZLWD&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,160 mm,120 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40006010,40006010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40006010.pdf,4  In Stock,$127.64,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40006010?qs=e8oIoAS2J1QTF6Y9hWjOuA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40006010&utm_content=Wurth-Elektronik,+ 180 C,6 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Gray,- 50 C,400 mm,200 mm,1 mm,,,WE-TGF,Bulk
667-EYG-R0407ZRAL,EYG-R0407ZRAL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,20  In Stock,$10.59,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0407ZRAL?qs=81r%252BiQLm7BSrx%252Bo82ypE5g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0407ZRAL&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,65.5 mm,40 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40014040,40014040,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40014040.pdf,66  In Stock,$18.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40014040?qs=e8oIoAS2J1RF8amtc9HZIw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40014040&utm_content=Wurth-Elektronik,+ 180 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Purple,- 50 C,100 mm,100 mm,4 mm,,,WE-TGF,Bulk
667-EYG-R1212ZLGC,EYG-R1212ZLGC,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,23  In Stock,$28.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1212ZLGC?qs=81r%252BiQLm7BR%252B83tFlx6gjA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1212ZLGC&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,120 mm,120 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40002050,40002050,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40002050.pdf,5  In Stock,$96.45,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40002050?qs=e8oIoAS2J1QQFAXJpfNZDQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40002050&utm_content=Wurth-Elektronik,+ 180 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 50 C,400 mm,200 mm,5 mm,,,WE-TGF,Bulk
667-EYG-R1113ZLMB,EYG-R1113ZLMB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,11  In Stock,$28.24,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1113ZLMB?qs=81r%252BiQLm7BQ%252B1nkfki2lNA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1113ZLMB&utm_content=Panasonic,+ 400 C,250 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,132 mm,106 mm,0.25 mm,600 kPa,UL 94 V-0,EYGR,Bulk
710-40004040,40004040,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40004040.pdf,4  In Stock,$143.84,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40004040?qs=e8oIoAS2J1RlouqZN%252BuQkA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40004040&utm_content=Wurth-Elektronik,+ 180 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Purple,- 50 C,400 mm,200 mm,4 mm,,,WE-TGF,Bulk
667-EYG-R0925ZRWA,EYG-R0925ZRWA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,8  In Stock,$67.48,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0925ZRWA?qs=81r%252BiQLm7BQlVAQTmlpUVA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0925ZRWA&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,246 mm,85 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
667-EYG-R1315ZRGA,EYG-R1315ZRGA,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,6  In Stock,$69.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1315ZRGA?qs=81r%252BiQLm7BRI7UmboynaUw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1315ZRGA&utm_content=Panasonic,+ 400 C,200 W/m-K,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,,Graphite,,Gray,- 55 C,150 mm,129.5 mm,0.35 mm,600 kPa,UL 94 V-0,EYGR,Bulk
739-A17775-05,A17775-05,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD400_Series-2488008.pdf,5  In Stock,$117.74,RoHS Compliant,End of Life,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17775-05?qs=1mbolxNpo8eLqiYjarS3KQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17775-05&utm_content=Laird-Performance-Materials,+ 200 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 40 C,228.6 mm,228.6 mm,1.27 mm,10 psi,UL 94 V-0,HD400,Bulk
739-A18171-16,A18171-16,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tpcm_7000_Data_Sheet_03172023-3194660.pdf,8  In Stock,$139.93,,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A18171-16?qs=doiCPypUmgHmZdq%252Bm9WZ2g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A18171-16&utm_content=Laird-Performance-Materials,+ 125 C,7.5 W/m-K,Thermal Conductive Pad,Thermal Pad,18 in x 18 in,Thermoplastic (TP),,Gray,- 40 C,457.2 mm,457.2 mm,0.4 mm,,UL 94 V-0,,Bulk
739-A18172-05,A18172-05,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tpcm_7000_Data_Sheet_03172023-3194660.pdf,51  In Stock,$30.85,,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A18172-05?qs=doiCPypUmgEjxnGMBzp%2Fmg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A18172-05&utm_content=Laird-Performance-Materials,+ 125 C,7.5 W/m-K,Thermal Conductive Pad,Thermal Pad,,Thermoplastic (TP),,Gray,- 40 C,228.6 mm,228.6 mm,0.125 mm,,UL 94 V-0,,Bulk
710-40105010,40105010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40105010.pdf,1  In Stock,$88.81,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40105010?qs=e8oIoAS2J1S1YKsHOdigYQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40105010&utm_content=Wurth-Elektronik,+ 180 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,White,- 50 C,400 mm,200 mm,1 mm,,,WE-TGF,Bulk
739-A16367-44,A16367-44,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,4  In Stock,$73.46,,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-44?qs=6E8igxPflKfsYknCUG0qhA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-44&utm_content=Laird-Performance-Materials,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,,,Boron Nitride,,Red (Rose),- 20 C,9 in,9 in,0.04 in,,UL 94 V-0,Tflex SF600,Bulk
739-A14568-01,A14568-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,11  In Stock,$136.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14568-01?qs=3IuyYncJTQFbQ7Np1cGCMQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14568-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,10 kVAC,Blue,- 45 C,229 mm,229 mm,3.556 mm,29 psi,UL 94 V-0,Tflex 500,Bulk
739-A12616-08,A12616-08,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_600_DS-071718-1634231.pdf,3  In Stock,$152.25,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A12616-08?qs=3IuyYncJTQHTTZaWvxAfVA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A12616-08&utm_content=Laird-Performance-Materials,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Gap Filler Pad,,Boron Nitride,3 kVAC,Blue-Violet,- 45 C,457 mm,457 mm,0.508 mm,10 psi,UL 94 V-0,Tflex 600,Bulk
739-A17536-02,A17536-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758_00_Tflex_HD700_12_01_21-2933084.pdf,3  In Stock,$99.62,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17536-02?qs=YCa%2FAAYMW00P8qm5ORl%252BaA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17536-02&utm_content=Laird-Performance-Materials,+ 200 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Pink,- 50 C,457.2 mm,457.2 mm,0.51 mm,10 psi,UL 94 V-0,HD700,Bulk
739-A17747-02,A17747-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17801_00_Tflex_P300_DS_110317-2933080.pdf,18  In Stock,$31.43,,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17747-02?qs=lYGu3FyN48fUPuxadoDrtg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17747-02&utm_content=Laird-Performance-Materials,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Elastomer,5 kVAC,Purple,- 40 C,228.6 mm,228.6 mm,0.50 mm,10 psi,UL 94 V-0,P300,Bulk
490-SF400-404005,SF400-404005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf400-1779087.pdf,1  In Stock,$15.34,RoHS Compliant,,https://www.mouser.com/ProductDetail/CUI-Devices/SF400-404005?qs=PqoDHHvF649dHlLWmx3bYA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF400-404005&utm_content=CUI-Devices,+ 200 C,2.5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,2.5 kVAC,Gray,- 58 C,40 mm,40 mm,0.5 mm,25 psi,,SF400,
951-GP2200SF-125-816,GP2200SF-0.125-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,56  In Stock,$179.10,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.125-02-0816?qs=N2Tevpb%252BvoY0c%2F8JlcwSGw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.125-02-0816&utm_content=Bergquist-Company,+ 125 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Fiberglass,5 kVAC,Green,- 60 C,203.2 mm,1.333 ft,0.125 in,33 psi,UL 94 V-0,2200SF / TGP 2200SF,
