Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,Length,Width,Thickness,Thermal Conductivity,Minimum Operating Temperature,Maximum Operating Temperature,,Product,Type,Material,Color,Tensile Strength,Flammability Rating,Packaging,Product Detail
739-A14568-01,A14568-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,11  In Stock,1.678565062,229 mm,229 mm,3.556 mm,2.8 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,29 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14568-01?qs=3IuyYncJTQFbQ7Np1cGCMQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14568-01&utm_content=Laird-Performance-Materials
517-5549S-15,5549S-15,3M Electronic Specialty,https://www.mouser.com/datasheet/2/1/24d12d31953ba8610a8a68a47b6a25d986d90030-2951574.pdf,38  In Stock,1.682965763,210 mm,155 mm,1.5 mm,3.5 W/m-K,- 50 C,+ 125 C,,Thermally Conductive Gap Pad,Thermally Conductive Tape,Silicone Elastomer,Gray,,UL 94 V-0,,https://www.mouser.com/ProductDetail/3M-Electronic-Specialty/5549S-15?qs=ZxCuU5VshqAb1FIzSc6IgA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=5549S-15&utm_content=3M-Electronic-Specialty
667-EYG-R0714ZLAE,EYG-R0714ZLAE,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.684361822,138 mm,70 mm,0.25 mm,250 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0714ZLAE?qs=81r%252BiQLm7BQ2EiFSjAc3Ug%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0714ZLAE&utm_content=Panasonic
667-EYG-R0811ZRGH,EYG-R0811ZRGH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.699254381,113 mm,80 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0811ZRGH?qs=81r%252BiQLm7BT5wh8jhh8UxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0811ZRGH&utm_content=Panasonic
667-EYG-R0811ZRGH,EYG-R0811ZRGH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.699254381,113 mm,80 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0811ZRGH?qs=81r%252BiQLm7BT5wh8jhh8UxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0811ZRGH&utm_content=Panasonic
667-EYG-R0811ZRGH,EYG-R0811ZRGH,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.699254381,113 mm,80 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0811ZRGH?qs=81r%252BiQLm7BT5wh8jhh8UxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0811ZRGH&utm_content=Panasonic
739-A16367-09,A16367-09,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,Non-Stocked,1.701975309,9 in,9 in,0.09 in,3 W/m-K,- 20 C,+ 125 C,,Thermally Conductive Gap Pad,,Boron Nitride,Red (Rose),,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-09?qs=6E8igxPflKfTGW33DpiedA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-09&utm_content=Laird-Performance-Materials
739-A14417-01,A14417-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_600_DS-071718-1634231.pdf,4  In Stock,1.702678134,229 mm,229 mm,2.03 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Boron Nitride,Blue-Violet,15 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14417-01?qs=3IuyYncJTQExhmQjKw4HAQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14417-01&utm_content=Laird-Performance-Materials
739-A15754-04,A15754-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/tflex_sf800_datasheet-2947130.pdf,22  In Stock,1.708024691,228.6 mm,228.6 mm,1.02 mm,7.8 W/m-K,- 25 C,+ 120 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15754-04?qs=pxDZlBjcsCgHZZtKkfQpTQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15754-04&utm_content=Laird-Performance-Materials
739-A15754-04,A15754-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/tflex_sf800_datasheet-2947130.pdf,22  In Stock,1.708024691,228.6 mm,228.6 mm,1.02 mm,7.8 W/m-K,- 25 C,+ 120 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15754-04?qs=pxDZlBjcsCgHZZtKkfQpTQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15754-04&utm_content=Laird-Performance-Materials
667-EYG-R0509ZLGK,EYG-R0509ZLGK,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.70894225,92 mm,46 mm,0.25 mm,250 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0509ZLGK?qs=81r%252BiQLm7BRe3T%252BcbYpirg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0509ZLGK&utm_content=Panasonic
739-HD730,HD730,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758-00_Tflex_HD700_DS-1591140.pdf,Non-Stocked Lead-Time 4 Weeks,1.714567901,,,0.762 mm,5 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,,,,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/HD730?qs=YCa%2FAAYMW02d9KLADWm2Sg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HD730&utm_content=Laird-Performance-Materials
739-HD730,HD730,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758-00_Tflex_HD700_DS-1591140.pdf,Non-Stocked Lead-Time 4 Weeks,1.714567901,,,0.762 mm,5 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,,,,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/HD730?qs=YCa%2FAAYMW02d9KLADWm2Sg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HD730&utm_content=Laird-Performance-Materials
667-EYG-R1419ZRWB,EYG-R1419ZRWB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.721038773,186 mm,136 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1419ZRWB?qs=81r%252BiQLm7BSqUeS3FCmalw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1419ZRWB&utm_content=Panasonic
739-A17747-11,A17747-11,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17801-00-Tflex_P300_DS-110317-1591180.pdf,Non-Stocked,1.723580247,9 in,9 in,,3 W/m-K,- 40 C,+ 125 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Purple,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17747-11?qs=lYGu3FyN48cL3lUseSemtA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17747-11&utm_content=Laird-Performance-Materials
739-A10234-31,A10234-31,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tputty_502_Data_Sheet_12-6-17-1634257.pdf,Non-Stocked Lead-Time 11 Weeks,1.727283309,229 mm,229 mm,1.27 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Adhesive,Thermal Pad,Boron Nitride,White,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10234-31?qs=3IuyYncJTQHjcg61JMV8nw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10234-31&utm_content=Laird-Performance-Materials
951-GP20040012502816,GP2000S40-0.125-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2000-en_GL.pdf,4  In Stock,1.728984375,406.4 mm,203.2 mm,3.175 mm,2 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,45 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2000S40-0.125-02-0816?qs=qSfuJ%252Bfl%2Fd5OdmsXgHMNxg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2000S40-0.125-02-0816&utm_content=Bergquist-Company
667-EYG-R0309ZLMF,EYG-R0309ZLMF,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,,1.731237772,92 mm,32 mm,0.25 mm,250 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0309ZLMF?qs=81r%252BiQLm7BQDNEgP7zm5ug%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0309ZLMF&utm_content=Panasonic
667-EYG-R0714ZLAF,EYG-R0714ZLAF,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.733901876,136 mm,69 mm,0.25 mm,250 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0714ZLAF?qs=81r%252BiQLm7BToxGrud0yg%252BA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0714ZLAF&utm_content=Panasonic
739-A10096-01,A10096-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tpli_200_DS_07_19_18-1634153.pdf,5  In Stock,1.744995841,203 mm,203 mm,0.02 in,6 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Boron Nitride,Yellow,35 psi,UL 94 HB,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10096-01?qs=3IuyYncJTQHsLqfY2fZc%2FQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10096-01&utm_content=Laird-Performance-Materials
739-A14557-02,A14557-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,Non-Stocked,1.755555556,,,0.5 mm to 5.1 mm,2.8 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Blue,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14557-02?qs=3IuyYncJTQEtTMHlN6pYDQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14557-02&utm_content=Laird-Performance-Materials
567-PL-1-5-1016,PL-1-5-1016,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/ulTIMiFlux_Thermal_Gap_Pads-2933408.pdf,200  In Stock,1.76125,101.6 mm,101.6 mm,0.991 mm,5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gold,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Wakefield-Vette/PL-1-5-1016?qs=nscxeEQpYQupR7cDydXU0g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PL-1-5-1016&utm_content=Wakefield-Vette
567-PL-2-5-1016,PL-2-5-1016,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/ulTIMiFlux_Thermal_Gap_Pads-2933408.pdf,209  In Stock,1.7675,101.6 mm,101.6 mm,2 mm,5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gold,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Wakefield-Vette/PL-2-5-1016?qs=nscxeEQpYQujSRXZF4IXDQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PL-2-5-1016&utm_content=Wakefield-Vette
951-TGP6ULM.06012816,TGP6000ULM-0.060-12-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-6000ULM-en_GL.pdf,41  In Stock,1.79140625,406.4 mm,203.2 mm,1.524 mm,6 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Gray,6 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/TGP6000ULM-0.060-12-0816?qs=wnTfsH77Xs5r0%252B0674gGGg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGP6000ULM-0.060-12-0816&utm_content=Bergquist-Company
667-EYG-R1314ZLWE,EYG-R1314ZLWE,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.793240593,136 mm,126 mm,0.25 mm,250 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1314ZLWE?qs=81r%252BiQLm7BQxOjqZXk1mew%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1314ZLWE&utm_content=Panasonic
739-A10096-02,A10096-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tpli_200_DS_07_19_18-1634153.pdf,14  In Stock,1.816073188,203 mm,203 mm,1.02 mm,6 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Boron Nitride,Yellow,35 psi,UL 94 HB,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10096-02?qs=3IuyYncJTQH%252BipfgnOpQGg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10096-02&utm_content=Laird-Performance-Materials
739-A12624-01,A12624-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_600_DS-071718-1634231.pdf,101  In Stock,1.819060613,229 mm,229 mm,0.254 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Gap Filler Pad,Boron Nitride,Blue-Violet,15 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A12624-01?qs=3IuyYncJTQGrUatez5Eeuw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A12624-01&utm_content=Laird-Performance-Materials
951-GP3500U010012816,GP3500ULM-G-0.100-12-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3500ULM-en_GL.pdf,14  In Stock,1.831171875,406.4 mm,203.2 mm,2.54 mm,3.5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,4 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3500ULM-G-0.100-12-0816?qs=qSfuJ%252Bfl%2Fd7aga2DDAew0g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3500ULM-G-0.100-12-0816&utm_content=Bergquist-Company
739-A18444-04,A18444-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD7_5_DS_06122023RevF-3314352.pdf,"1,538  In Stock",1.841851852,9 in,9 in,1 mm,7.5 W/m-K,- 50 C,+ 125 C,,Thermal Gap Fillers,Gap Filter,,Gray,,,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A18444-04?qs=vvQtp7zwQdPR8PCL4%2FH9qg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A18444-04&utm_content=Laird-Performance-Materials
951-GP3004S002301918,GP3004SF-0.023-01-0918,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3004SF-en_GL.pdf,10  In Stock,1.853641975,457.2 mm,228.6 mm,0.58 mm,3 W/m-K,- 40 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone-Free,Gray (Light Gray),,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3004SF-0.023-01-0918?qs=qSfuJ%252Bfl%2Fd5m4KUBLdjlpQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3004SF-0.023-01-0918&utm_content=Bergquist-Company
667-EYG-R1516ZRSB,EYG-R1516ZRSB,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.862035939,158 mm,148 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R1516ZRSB?qs=81r%252BiQLm7BTXRlUTIcgUow%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R1516ZRSB&utm_content=Panasonic
667-EYG-R0813ZLMD,EYG-R0813ZLMD,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.863155296,123 mm,71 mm,0.25 mm,250 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0813ZLMD?qs=81r%252BiQLm7BQKA7j44%2FdmVQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0813ZLMD&utm_content=Panasonic
951-TGP3000ULM162816,TGP3000ULM-0.160-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000ULM-en_GL.pdf,14  In Stock,1.876328125,406.4 mm,203.2 mm,4.06 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,25 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/TGP3000ULM-0.160-02-0816?qs=fJ6SLga%2FIXDIfWs15QYMSQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGP3000ULM-0.160-02-0816&utm_content=Bergquist-Company
739-A16006-06,A16006-06,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A15955-00_THR-DS-Tflex_700_061716-1634254.pdf,Non-Stocked,1.879567901,457.2 mm,457.2 mm,1.53 mm,5 W/m-K,- 40 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16006-06?qs=%2FPjCoi2vghSxgs9IKRH7bw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16006-06&utm_content=Laird-Performance-Materials
739-A16006-06,A16006-06,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A15955-00_THR-DS-Tflex_700_061716-1634254.pdf,Non-Stocked,1.879567901,457.2 mm,457.2 mm,1.53 mm,5 W/m-K,- 40 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16006-06?qs=%2FPjCoi2vghSxgs9IKRH7bw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16006-06&utm_content=Laird-Performance-Materials
739-A15896-06,A15896-06,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A15955-00_THR-DS-Tflex_700_061716-1634254.pdf,,1.880246914,228.6 mm,228.6 mm,1.52 mm,5 W/m-K,- 40 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15896-06?qs=3IuyYncJTQFYW1kmWmmXmA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15896-06&utm_content=Laird-Performance-Materials
739-A16104-20,A16104-20,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,Non-Stocked Lead-Time 24 Weeks,1.889259259,228.6 mm,228.6 mm,5.10 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16104-20?qs=3IuyYncJTQEyrlLjDVZSDA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16104-20&utm_content=Laird-Performance-Materials
667-EYG-R0411ZRWJ,EYG-R0411ZRWJ,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.890042191,105.5 mm,43 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0411ZRWJ?qs=81r%252BiQLm7BQYyhstCRm2ew%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0411ZRWJ&utm_content=Panasonic
667-EYG-R0411ZRWJ,EYG-R0411ZRWJ,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.890042191,105.5 mm,43 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0411ZRWJ?qs=81r%252BiQLm7BQYyhstCRm2ew%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0411ZRWJ&utm_content=Panasonic
739-A10235-36,A10235-36,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tputty_502_Data_Sheet_12-6-17-1634257.pdf,Non-Stocked Lead-Time 6 Weeks,1.892488692,457 mm,457 mm,2.03 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Adhesive,,Boron Nitride,White,,UL 94 HB,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10235-36?qs=3IuyYncJTQGUFlAhrxAsXg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10235-36&utm_content=Laird-Performance-Materials
667-EYG-R0607ZRGL,EYG-R0607ZRGL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.892741701,69.7 mm,58 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0607ZRGL?qs=81r%252BiQLm7BRmtD1rqITp6w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0607ZRGL&utm_content=Panasonic
667-EYG-R0607ZRGL,EYG-R0607ZRGL,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 10 Weeks,1.892741701,69.7 mm,58 mm,0.35 mm,200 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,High Compressible Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-R0607ZRGL?qs=81r%252BiQLm7BRmtD1rqITp6w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-R0607ZRGL&utm_content=Panasonic
739-A17747-13,A17747-13,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17801-00-Tflex_P300_DS-110317-1591180.pdf,Non-Stocked,1.897160494,9 in,9 in,,3 W/m-K,- 40 C,+ 125 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Purple,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17747-13?qs=lYGu3FyN48dzkk8R2WKEqw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17747-13&utm_content=Laird-Performance-Materials
739-A16367-11,A16367-11,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,Non-Stocked,1.901975309,9 in,9 in,0.11 in,3 W/m-K,- 20 C,+ 125 C,,Thermally Conductive Gap Pad,,Boron Nitride,Red (Rose),,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-11?qs=6E8igxPflKedLBbK80Yp0Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-11&utm_content=Laird-Performance-Materials
739-A16367-11,A16367-11,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,Non-Stocked,1.901975309,9 in,9 in,0.11 in,3 W/m-K,- 20 C,+ 125 C,,Thermally Conductive Gap Pad,,Boron Nitride,Red (Rose),,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-11?qs=6E8igxPflKedLBbK80Yp0Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-11&utm_content=Laird-Performance-Materials
